RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.0,40,3,0.382964747,13700,9,3,1,1,2
0.010101010101010102,40,3,0.382964747,13700,9,3,1,1,2
0.020202020202020204,40,3,0.382964747,13700,9,3,1,1,2
0.030303030303030304,40,3,0.382964747,13700,9,3,1,1,2
0.04040404040404041,40,3,0.382964747,13700,9,3,1,1,2
0.05050505050505051,40,3,0.382964747,13700,9,3,1,1,2
0.06060606060606061,40,3,0.382964747,13700,9,3,1,1,2
0.07070707070707072,40,3,0.382964747,13700,9,3,1,1,2
0.08080808080808081,40,3,0.382964747,13700,9,3,1,1,2
0.09090909090909091,40,3,0.382964747,13700,9,3,1,1,2
0.10101010101010102,40,3,0.382964747,13700,9,3,1,1,2
0.11111111111111112,40,3,0.382964747,13700,9,3,1,1,2
0.12121212121212122,40,3,0.382964747,13700,9,3,1,1,2
0.13131313131313133,40,3,0.382964747,13700,9,3,1,1,2
0.14141414141414144,40,3,0.382964747,13700,9,3,1,1,2
0.15151515151515152,40,3,0.382964747,13700,9,3,1,1,2
0.16161616161616163,40,3,0.382964747,13700,9,3,1,1,2
0.17171717171717174,40,3,0.382964747,13700,9,3,1,1,2
0.18181818181818182,40,3,0.382964747,13700,9,3,1,1,2
0.19191919191919193,40,3,0.382964747,13700,9,3,1,1,2
0.20202020202020204,40,3,0.382964747,13700,9,3,1,1,2
0.21212121212121213,40,3,0.382964747,13700,9,3,1,1,2
0.22222222222222224,40,3,0.382964747,13700,9,3,1,1,2
0.23232323232323235,40,3,0.382964747,13700,9,3,1,1,2
0.24242424242424243,40,3,0.382964747,13700,9,3,1,1,2
0.25252525252525254,40,3,0.382964747,13700,9,3,1,1,2
0.26262626262626265,40,3,0.382964747,13700,9,3,1,1,2
0.27272727272727276,40,3,0.382964747,13700,9,3,1,1,2
0.2828282828282829,40,3,0.382964747,13700,9,3,1,1,2
0.29292929292929293,40,3,0.382964747,13700,9,3,1,1,2
0.30303030303030304,40,3,0.382964747,13700,9,3,1,1,2
0.31313131313131315,40,3,0.382964747,13700,9,3,1,1,2
0.32323232323232326,40,3,0.382964747,13700,9,3,1,1,2
0.33333333333333337,40,3,0.382964747,13700,9,3,1,1,2
0.3434343434343435,40,3,0.382964747,13700,9,3,1,1,2
0.3535353535353536,40,3,0.382964747,13700,9,3,1,1,2
0.36363636363636365,40,3,0.382964747,13700,9,3,1,1,2
0.37373737373737376,40,3,0.382964747,13700,9,3,1,1,2
0.38383838383838387,40,3,0.382964747,13700,9,3,1,1,2
0.393939393939394,40,3,0.382964747,13700,9,3,1,1,2
0.4040404040404041,40,3,0.382964747,13700,9,3,1,1,2
0.4141414141414142,40,3,0.382964747,13700,9,3,1,1,2
0.42424242424242425,40,3,0.382964747,13700,9,3,1,1,2
0.43434343434343436,40,3,0.382964747,13700,9,3,1,1,2
0.4444444444444445,40,3,0.382964747,13700,9,3,1,1,2
0.4545454545454546,40,3,0.382964747,13700,9,3,1,1,2
0.4646464646464647,40,3,0.382964747,13700,9,3,1,1,2
0.4747474747474748,40,3,0.382964747,13700,9,3,1,1,2
0.48484848484848486,40,3,0.382964747,13700,9,3,1,1,2
0.494949494949495,40,3,0.382964747,13700,9,3,1,1,2
0.5050505050505051,40,3,0.382964747,13700,9,3,1,1,2
0.5151515151515152,40,3,0.382964747,13700,9,3,1,1,2
0.5252525252525253,40,3,0.382964747,13700,9,3,1,1,2
0.5353535353535354,40,3,0.382964747,13700,9,3,1,1,2
0.5454545454545455,40,3,0.382964747,13700,9,3,1,1,2
0.5555555555555556,40,3,0.382964747,13700,9,3,1,1,2
0.5656565656565657,40,3,0.382964747,13700,9,3,1,1,2
0.5757575757575758,40,3,0.382964747,13700,9,3,1,1,2
0.5858585858585859,40,3,0.382964747,13700,9,3,1,1,2
0.595959595959596,40,3,0.382964747,13700,9,3,1,1,2
0.6060606060606061,40,3,0.382964747,13700,9,3,1,1,2
0.6161616161616162,40,3,0.382964747,13700,9,3,1,1,2
0.6262626262626263,40,3,0.382964747,13700,9,3,1,1,2
0.6363636363636365,40,3,0.382964747,13700,9,3,1,1,2
0.6464646464646465,40,3,0.382964747,13700,9,3,1,1,2
0.6565656565656566,40,3,0.382964747,13700,9,3,1,1,2
0.6666666666666667,40,3,0.382964747,13700,9,3,1,1,2
0.6767676767676768,40,3,0.382964747,13700,9,3,1,1,2
0.686868686868687,40,3,0.382964747,13700,9,3,1,1,2
0.696969696969697,40,3,0.382964747,13700,9,3,1,1,2
0.7070707070707072,40,3,0.382964747,13700,9,3,1,1,2
0.7171717171717172,40,3,0.382964747,13700,9,3,1,1,2
0.7272727272727273,40,3,0.382964747,13700,9,3,1,1,2
0.7373737373737375,40,3,0.382964747,13700,9,3,1,1,2
